wanted_auth_no,company,title,wage,region,cert,education,career,reg_date,due_date,detail_url
KF10532609180003,대동재가노인복지센터,재가요양보호사 모집[북면 신촌리],"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609180003
KF10532609180002,제일전자,품질검사원 모집,"시급10,500 원 이상 ~ 10,500 원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609180002
KJBM002609180025,쿠팡풀필먼트서비스 유한회사(Coupang Fulfillment Services Ltd.),【2026 수영구 일자리박람회(10.7 수요일) 직접참여】 큐팡 물류센터 물류사원 채용,월급230 만원 이상 ~ 290 만원 이하,경남 창원시 진해구,[인증],,신입,26-09-18,26-10-07,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJBM002609180025
K131132609180043,코드엔지니어링,"전기, 통신, 소방 설계원 채용","연봉3,000 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-10-25,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180043
KJSP002609180001,(주)대현종합관리,급구)아파트 내 미화원채용,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSP002609180001
K131132609180042,대영정공,기계조립 및 검사사원 모집,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180042
K131132609180041,(주)에코여행사,에코여행사 상담업무직원 채용,"시급10,320 원 이상",경남 창원시 성산구,[인증],,신입,26-09-18,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180041
K131132609180040,(주)삼정글로텍,물류보세창고 내 4.5톤 이상 지게차 운전  경력자 모집,월급350 만원 이상 ~ 400 만원 이하,경남 창원시 진해구,[인증],,경력 2년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180040
K131132609180039,（주）동경플라텍,[자동차부품] 품질관리팀 경력직 채용,"연봉4,000 만원 이상",경남 창원시 의창구,[인증],,경력 3년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180039
KEC0132609180002,(주)유성안전시스템,"(진해 장천동 병원)조리원 채용(오전, 종일 근무 각 1명)",월급315 만원 이상 ~ 330 만원 이하,경남 창원시 진해구,[인증],,관계없음,26-09-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609180002
K131132609180038,주식회사세인에스앤씨,케이조선내 협력업체 경리사무원 모집,월급230 만원 이상,경남 창원시 진해구,[인증],,관계없음,26-09-18,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180038
K131132609180037,성원동화나라어린이집,애정 가득한 0세반 담임교사를 찾습니다.,월급216 만원 이상 ~ 256 만원 이하,경남 창원시 성산구,[인증],,신입,26-09-18,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180037
K131112609180022,주식회사유니스타,주재원 승용차 출퇴근 운전기사 모집 (해운대 인근 거주자),월급216 만원 이상,경남 창원시 진해구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131112609180022
K131132609180036,도해정밀,"반도체 및 금형 제품 검사 및 포장, CAD편집","시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-18,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180036
K131132609180034,더그린 주식회사,진해아트홀 안내지원(주말) 근무자 임시계약직 모집,월급119 만원 이상 ~ 119 만원 이하,경남 창원시 진해구,[인증],,관계없음,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180034
K131132609180033,주식회사동경씨에스,편집인원구인,"연봉3,500 만원 이상",경남 창원시 성산구,[인증],,경력 1년,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180033
K131132609180032,블루텍(bluetec),CNC선반 경력자 모집 합니다.,"연봉4,500 만원 이상 ~ 5,500 만원 이하",경남 창원시 의창구,[인증],,경력 3년,26-09-18,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180032
K131132609180031,（주）동경플라텍,[자동차부품] 사출성형 생산직 모집,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180031
K131132609180030,(주)하나푸드,cj제일제당 배송직원 모집,월급260 만원 이상 ~ 280 만원 이하,경남 창원시 의창구,[인증],,경력 1년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180030
K131132609180029,주식회사 리컴퍼니,총무분야 업무지원 경력직 채용,"연봉2,600 만원 이상",경남 창원시 성산구,[인증],,경력 1년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180029
K131132609180028,주식회사 건우엠티씨,자재 구매 인재 모집,"연봉3,500 만원 이상 ~ 4,000 만원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180028
K131132609180027,주식회사 건우엠티씨,MCT 가공원 모집,"시급10,320 원 이상 ~ 10,700 원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180027
K131132609180026,동은금속,생산직 사원모집 (자동차부품 표면처리),"일급82,560 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180026
K131132609180025,수성기체산업(주),수성기체산업(주) 사무직 신입 사원 모집(해외 구매업무),월급250 만원 이상,경남 창원시 성산구,[인증],,관계없음,26-09-18,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180025
K131132609180024,덕보기계,방산 범용선반 사원모집 [경력무관],"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180024
K131132609180023,효주기업,CAD CAM 기능원,"연봉3,200 만원 이상 ~ 3,200 만원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180023
K131132609180022,주식회사킴텍,플라스틱 사출기 오퍼레이터 구인,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,경력  6개월,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180022
K131132609180021,주식회사킴텍,"플라스틱 사출, 납품보조 구인(월수금 출근)","시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180021
K131132609180020,주식회사 대호기업,품질 LQC 검사원 모집,월급300 만원 이상,경남 창원시 진해구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180020
K131132609180019,주식회사지니테크,스마트 공장 자동화를 이끌어갈 능력 있는 C++ 개발자를 모집합니다.,"연봉3,500 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-10-31,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180019
K131132609180018,용한건설 (주),전문건설 토목직 본사/현장 관리자(기술자) 모집,월급250 만원 이상 ~ 350 만원 이하,경남 창원시 성산구,[인증],,경력 3년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180018
K131132609180017,두산지게차경남서부전동판매주,사무실 보조 직원 구합니다,월급120 만원 이상,경남 창원시 의창구,[인증],,신입,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180017
K131132609180016,주식회사성산글로팩,제품설계(CAD) 담당자 모집(신입),"연봉3,240 만원 이상",경남 창원시 성산구,[인증],,신입,26-09-18,26-10-07,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180016
K131132609180015,주식회사킴텍,플라스틱 사출 소재담당자 구인,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180015
K131132609180014,(주)신승정밀,CNC선반 조작원 채용,"연봉4,000 만원 이상 ~ 4,500 만원 이하",경남 창원시 성산구,[인증],,경력 3년,26-09-18,26-10-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180014
KF10802609180003,한국폴리텍대학 창원캠퍼스,[한국폴리텍대학 창원캠퍼스] 단시간근로 조리업무보조원,"시급10,320 원 이상",경남 창원시 성산구,[인증],,신입,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609180003
K131132609180012,삼명기계공업(주),삼명기계공업(주) 품질관리부 사원 모집,"연봉3,200 만원 이상",경남 창원시 성산구,[인증],,경력 2년,26-09-18,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180012
KF10802609180001,한국폴리텍대학 창원캠퍼스,[한국폴리텍대학 창원캠퍼스] 무기계약직 조리원 채용,"연봉3,021 만원 이상",경남 창원시 성산구,[인증],,신입,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609180001
K131132609180011,팜텍,2026년 상반기 MCT기계가공조작원 정규직 모집 (경력직),월급300 만원 이상 ~ 450 만원 이하,경남 창원시 의창구,[인증],,경력 1년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180011
K131132609180010,주식회사중원,"조선 전장 포설, 결선 작업자 구함","시급10,320 원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180010
KF10792609180004,우리재가복지센터,재가요양보호사 구인(마산새일 채용대행),"시급13,100 원 이상 ~ 13,100 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-11-15,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10792609180004
K131132609180009,주식회사 세영테크놀러지,세영테크놀러지 - 개발팀 관리자 신입&경력 모집,"연봉3,200 만원 이상 ~ 3,800 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180009
K131132609180008,창원세무법인상남지점,회계사무원 모집,"연봉2,600 만원 이상 ~ 2,600 만원 이하",경남 창원시 성산구,[인증],,경력 1년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180008
K131132609180007,제이텍,창원)LG 전자 가전 제품  개발( 설계변경 및 편집 ) 연구원/신입가능,"연봉3,500 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180007
K131132609180006,희연재활병원,"[간호조무사] 간호·간병통합병동 (3교대 1, 야간전담 1)","연봉3,108 만원 이상 ~ 3,372 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180006
K131132609180005,희연재활병원,감염관리간호사 모집,"연봉3,500 만원 이상 ~ 4,000 만원 이하",경남 창원시 성산구,[인증],,경력 1년,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180005
KF10792609180002,기운찬재가복지센터,[진해구 익선동] 재가요양보호사 모집,"시급10,320 원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10792609180002
K131132609180004,주식회사 신화엠티,MCT 생산직 모집,"시급11,000 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180004
K131132609180003,지티원테크,MCT 조작원 (경력) 모집,"연봉5,500 만원 이상",경남 창원시 의창구,[인증],,경력 5년,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180003
K131132609180002,（주）주승테크엠 창원지점,주승테크엠 - 천장크레인운전 사원 및 운반공,"시급11,550 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-10-02,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180002
K131132609180001,(주)한올,캐드원 및 사무지원 직원 모집,"연봉3,200 만원 이상 ~ 4,000 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-18,26-11-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180001
KF10532609180001,사단법인 경상남도장애인부모연대,(서상동)발달장애인 주간활동서비스 제공인력 채용공고,월급162 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-09-18,26-09-28,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609180001
K131132609170064,불닭발땡초동대문엽기떡볶이 창원대방점,동대문엽기떡볶이 창원대방점에서  성실한 조리사/주방보조원을 모집합니다.,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170064
KJSP002609170003,오늘도봄재가방문요양센터,재가요양보호사 모집(남양동),"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSP002609170003
K131132609170061,한울,[경력무관] 케이블 조립 생산직 사원 모집 🚨[창원고용센터 일자리 채용행사],"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-17,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170061
K131132609170060,"(주)지와이앤지엘에스(GYNGLS CO.,LTD)",GYNGLS 수출포장관련 경력직 사원모집,월급280 만원 이상 ~ 280 만원 이하,경남 창원시 진해구,[인증],,경력 3년,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170060
K131132609170059,칠성산업(주),생산관리 직원 모집 [정규직/경력무관],월급251 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-09-17,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170059
KF10802609170010,창원재가방문요양센터,요양보호사 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609170010
KF10802609170008,맘편한재가노인복지센터,[의창구 ]재가요양보호사 모집,"시급10,320 원 이상 ~ 13,100 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609170008
KF10802609170007,선일노인재가복지센터,[단시간 ] 요양보호사모집,"시급10,320 원 이상 ~ 13,000 원 이하",경남 창원시 성산구,[인증],,경력 1년,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609170007
K131132609170057,동행인재가복지센터,(석동 엘에이치 아파트) 요양보호사 선생님 모집,"시급10,320 원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170057
KF10532609170002,다가정공,품질검사 및 관리원 모집(상용직 신규채용),"연봉2,800 만원 이상 ~ 2,800 만원 이하",경남 창원시 의창구,[인증],,경력 1년,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609170002
K131132609170056,태형금속공업(주),태형금속공업㈜  주조품공정검사원,"시급14,000 원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-10-05,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170056
K131132609170055,태형금속공업(주),"태형금속공업㈜  생산직 사원모집 (도장, 용해, 조형, 사상)","시급14,000 원 이상",경남 창원시 진해구,[인증],,신입,26-09-17,26-10-05,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170055
K131132609170054,(주)에스제이에이치,"유압기기 세척 및 조립, 시험원 모집","시급10,320 원 이상",경남 창원시 의창구,[인증],,경력 3년,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170054
K131132609170053,주식회사마크,[주식회사마크] 홍보팀 추가 채용 (본사 상주근무 필수!),월급220 만원 이상,경남 창원시 성산구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170053
K131132609170052,법무사 성희원 사무소,법무사 사무실 경력직 채용합니다.,월급230 만원 이상,경남 창원시 성산구,[인증],,경력 5년,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170052
K131132609170051,주식회사 건우엔지니어링,"생산,품질 관련 신입 채용합니다","연봉2,700 만원 이상 ~ 3,000 만원 이하",경남 창원시 진해구,[인증],,신입,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170051
K131132609170050,주식회사 건우엔지니어링,"생산,품질, 외주관리자 모집",월급300 만원 이상 ~ 400 만원 이하,경남 창원시 진해구,[인증],,경력 1년,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170050
K131132609170048,가온데이케어센터,성산구 상남동 가온데이케어센터에서 따뜻한 마음으로 어르신들을 돌보세요! 요양보호사(노인요양사) 채용합니다.,월급216 만원 이상,경남 창원시 성산구,[인증],,신입,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170048
K131132609170046,주식회사좋은이웃마트,"(주)좋은이웃마트 사업확장[창원점 계산원_신입, 경력]",월급234 만원 이상 ~ 234 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170046
K131132609170043,주현테크,CNC  금형 및 단품 가공 사원 모집(경력),"연봉4,500 만원 이상",경남 창원시 성산구,[인증],,경력 5년,26-09-17,26-10-31,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170043
K131132609170042,주현테크,납품영업 및 외주관리 사원 모집,"연봉4,000 만원 이상",경남 창원시 성산구,[인증],,경력 2년,26-09-17,26-10-31,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170042
KF10802609170005,나은재가노인복지센터,[진해구 속천수협인근] 4등급어르신 케어,"시급10,320 원 이상",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609170005
K131132609170041,희망병원,"내과&정형외과  병동 3교대. D&E-keep,N-keep,S-keep.","연봉2,600 만원 이상 ~ 3,000 만원 이하",경남 창원시 진해구,[인증],,경력 1년,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170041
KF10802609170004,나래재가복지센터,[경화동_포스코더샵APT] 재가 요양보호사 구인,"시급10,320 원 이상 ~ 13,000 원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609170004
K131132609170040,희망병원,"내과병동 수간호사,병동 3교대 & D/E-keep, N-keep 간호사.(경력자 우대)","연봉3,500 만원 이상 ~ 4,800 만원 이하",경남 창원시 진해구,[인증],,경력 1년,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170040
K131132609170039,용원청춘노인주간보호센터,용원청춘노인주간보호센터 요양보호사구함,월급216 만원 이상,경남 창원시 진해구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170039
KF10802609170003,창원여성인력개발센터,[창원여성새로일하기센터] 취업상담사 채용 (*육아휴직대체),월급228 만원 이상 ~ 228 만원 이하,경남 창원시 성산구,[인증],,관계없음,26-09-17,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609170003
K131132609170038,재승허브,자동차 부품 납품 영업  및 물류 창고 관리 지원 직원 모집,월급270 만원 이상 ~ 270 만원 이하,경남 창원시 성산구,[인증],,경력 1년,26-09-17,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170038
K131132609170037,에이치엔씨산업 주식회사,세아창원특수강 내 운송하역(출하 부분) 모집,"시급11,809 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170037
K131132609170036,성신메카텍 주식회사,[창원] MCT 가공직원 모집 (정규직) (상여금있음),"시급10,320 원 이상",경남 창원시 의창구,[인증],,신입,26-09-17,26-11-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170036
K131132609170035,주식회사 대성금속,생산직 사원 모집,"시급10,320 원 이상 ~ 13,000 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-11-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170035
K131132609170034,동원정밀 주식회사,[사세확장] 조립 인원 모집_경력무관,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-17,26-10-03,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170034
K131132609170033,삼천산업(주),"사내 청소, 미화원 계약직 구인 건","시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170033
K131132609170032,일월포장물류,목재 나무박스 제작 및 포장 업무 사원 추가 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170032
K131132609170031,희연요양병원,[병동 간호사] 창원지역 요양병원 최고 연봉,"연봉4,002 만원 이상 ~ 4,600 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170031
K131132609170030,주식회사승은테크,사상원 모집,"시급12,000 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170030
KEC0132609170008,(사)경남경영자총협회,경남경영자총협회 인력양성팀 전담인력(연구원) 채용공고,"연봉3,000 만원 이상 ~ 3,600 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170008
KF10802609170001,나누리재가복지센터,"[반지동, 반림동] 요양보호사 모집","시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-17,26-10-01,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609170001
