industry,quarter,export_usd,import_usd,n_hs6_items,months,mapping_grade,coverage_flag,hs_chapters,export_lag4,import_lag4,export_yoy,import_yoy,n_hs6_excluded_incomplete,geography,population_scope,source,source_table_id,frequency,role,coverage_note
기계,2021Q1,2441226,623050,291,3,B,mapped_chapters_only,84,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2021Q2,2753692,549907,300,3,B,mapped_chapters_only,84,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2021Q3,2554523,502975,292,3,B,mapped_chapters_only,84,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2021Q4,2823817,588637,291,3,B,mapped_chapters_only,84,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2022Q1,2741428,543425,302,3,B,mapped_chapters_only,84,2441226.0,623050.0,12.297181825853066,-12.779873204397719,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2022Q2,2638961,559995,304,3,B,mapped_chapters_only,84,2753692.0,549907.0,-4.166442724894437,1.8344920141041943,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2022Q3,2292183,523104,324,3,B,mapped_chapters_only,84,2554523.0,502975.0,-10.269627636940438,4.001988170386195,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2022Q4,2303139,527397,332,3,B,mapped_chapters_only,84,2823817.0,588637.0,-18.4388010979465,-10.403695316468387,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2023Q1,2604686,525458,313,3,B,mapped_chapters_only,84,2741428.0,543425.0,-4.987984364353181,-3.3062520126972417,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2023Q2,2655080,566572,317,3,B,mapped_chapters_only,84,2638961.0,559995.0,0.6108085720099687,1.174474772096179,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2023Q3,2502466,496394,320,3,B,mapped_chapters_only,84,2292183.0,523104.0,9.173918487310996,-5.106059215758241,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2023Q4,2542191,530298,330,3,B,mapped_chapters_only,84,2303139.0,527397.0,10.379399593337624,0.5500600117179344,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2024Q1,2425254,558836,330,3,B,mapped_chapters_only,84,2604686.0,525458.0,-6.8888150049564505,6.352172771182474,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2024Q2,2422891,572491,336,3,B,mapped_chapters_only,84,2655080.0,566572.0,-8.745084893863842,1.0447039387756485,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2024Q3,2175261,575976,349,3,B,mapped_chapters_only,84,2502466.0,496394.0,-13.075302521592702,16.03202294951187,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2024Q4,2370830,557234,352,3,B,mapped_chapters_only,84,2542191.0,530298.0,-6.740681561692252,5.07940818181476,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2025Q1,2026870,578104,364,3,B,mapped_chapters_only,84,2425254.0,558836.0,-16.426485638205314,3.4478809525513743,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2025Q2,2363169,604697,365,3,B,mapped_chapters_only,84,2422891.0,572491.0,-2.4649065929916003,5.6255906206385875,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2025Q3,2162758,677370,357,3,B,mapped_chapters_only,84,2175261.0,575976.0,-0.5747816009205375,17.60385849410393,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2025Q4,2131207,671356,338,3,B,mapped_chapters_only,84,2370830.0,557234.0,-10.107135475761652,20.480085565489546,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2026Q1,1333864,703971,319,3,B,mapped_chapters_only,84,2026870.0,578104.0,-34.190944658512876,21.77238005618367,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
기계,2026Q2,1462834,818186,336,3,B,mapped_chapters_only,84,2363169.0,604697.0,-38.09862942514902,35.30511975419095,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2021Q1,645818,64988,52,3,A,mapped_chapters_only,87|89,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2021Q2,472765,75056,55,3,A,mapped_chapters_only,87|89,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2021Q3,415248,61886,49,3,A,mapped_chapters_only,87|89,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2021Q4,442380,60793,51,3,A,mapped_chapters_only,87|89,,,,,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2022Q1,453462,67955,53,3,A,mapped_chapters_only,87|89,645818.0,64988.0,-29.784861988981415,4.565458238444031,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2022Q2,603731,65793,61,3,A,mapped_chapters_only,87|89,472765.0,75056.0,27.702135310355036,-12.34145171605201,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2022Q3,500538,80842,62,3,A,mapped_chapters_only,87|89,415248.0,61886.0,20.539533001965093,30.63051417121805,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2022Q4,652116,79857,58,3,A,mapped_chapters_only,87|89,442380.0,60793.0,47.41082327410824,31.35887355452107,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2023Q1,881342,77784,59,3,A,mapped_chapters_only,87|89,453462.0,67955.0,94.35851295147113,14.463983518504886,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2023Q2,1150127,75829,60,3,A,mapped_chapters_only,87|89,603731.0,65793.0,90.50322080529243,15.253902390831842,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2023Q3,1141674,89516,59,3,A,mapped_chapters_only,87|89,500538.0,80842.0,128.0893758316052,10.729571262462589,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2023Q4,1585383,83932,65,3,A,mapped_chapters_only,87|89,652116.0,79857.0,143.11364849198605,5.102871382596397,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
운송장비,2024Q1,1423335,88889,59,3,A,mapped_chapters_only,87|89,881342.0,77784.0,61.496331730474665,14.276715005656682,0,경상남도 창원시,창원시 전역 통관실적 — 창원국가산단 아님,관세청 시군구별 품목별 수출입실적 + 무역통계 지역별 실적,data.go.kr 15134343 + tradedata.go.kr,월→분기 합산,CONTEXT / EXTERNAL_DEMAND,관세청 HS부호 원본의 유효 HS6 중 (1)KICOX 업종 귀속 근거가 있는 류이고 (2)6개 연도창을 모두 확보한 코드만 합산했다. 업종 수출 총액이 아니라 시점 간 비교가 성립하는 부분집합이다.
