industry,quarter,quarter_index,analysis_window_n,employment,employment_lag4,emp_delta,employment_yoy,production,production_lag4,production_yoy,state,run_length,run_left_censored,run_right_censored,previous_state,transition_type,g1_emp_abs_decline,g2_emp_rel_decline,g3_prod_decline_nominal,g4_delta00,g4_delta00_left_censored,g4_delta00_open_run,g4_delta00_window_saturated,g4_delta00_start_after_break,g4_delta05,g4_delta05_left_censored,g4_delta05_open_run,g4_delta05_window_saturated,g4_delta05_start_after_break,g4_delta10,g4_delta10_left_censored,g4_delta10_open_run,g4_delta10_window_saturated,g4_delta10_start_after_break,state_t0,state_t05,state_t10,state_t20,threshold_flag,first_neutral_threshold,core_data_status,scorable,unscorable_reason,unscorable_root_cause,unscorable_propagation,q1_routing_status,residual_category,routeability_status,emp_qoq_delta,qoq_recovery_while_yoy_below,firm_count_delta_qoq,firm_count_delta_yoy,firm_count_changed_yoy,emp_per_firm,small_firm_count_flag,small_firm_caution,firms_op,firms_op_lag4,firms_in,firms_op_yoy,recent4_emp_yoy_negative_count,recent4_emp_valid_n,emp_yoy_negative_entry,employment_share_pct,mfg_emp_delta,net_gross_ratio,contrib_usable,contribution_pct,proportional_expected_delta,excess_delta,op_rate_used,op_rate_used_source,op_rate_is_approx,op_rate_used_yoy_pp,op_rate_yoy_basis,op_rate_prod_direction_differs,ppi_source,ppi_candidate_n,ppi_candidate_items,ppi_yoy_min,ppi_yoy_max,ppi_adjusted_prod_yoy_lower,ppi_adjusted_prod_yoy_upper,ppi_direction_status,ppi_comparison_reason,ppi_alt_state_set,ppi_alt_state_all_same,ppi_mapping_review_type,ppi_mapping_confirmed,ppi_mapping_confirmation_status,run_id,run_started_at,input_sha256,input_sha256_raw_bytes,model_spec_version,parameter_set_id,parameter_status,effective_parameter_status,parameter_file_sha256
기계,2022Q1,208,18,62805.0,65199.0,-2394.0,-3.6718354575990375,45395.66533,39493.49277,14.944670997758426,S2,1.0,True,False,,S2->S2,2394.0,3.6718354575990375,0.0,1,True,False,False,False,1,True,False,False,False,1,True,False,False,False,S2,S2,S2,S2,STABLE_2_0,,COMPLETE,True,,,,ROUTABLE_S2,False,SINGLE_INDUSTRY_CATEGORY,,,,-18.0,True,43.16494845360825,False,,1455.0,1473.0,1511.0,-1.2219959266802416,1,1,,53.54493836001841,280.0,0.04953998584571833,False,,156.01312663441982,-2550.0131266344197,77.73051687,op_rate_approx,True,1.2625845099999964,SAME_SOURCE,False,PPI_candidate_quarterly_yoy.csv,1,기계및장비,4.590678418803429,4.590678418803429,9.899536684804167,9.899536684804167,SAME_ALL,COMPARABLE,S2,True,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
기계,2022Q2,209,18,62203.0,64728.0,-2525.0,-3.9009393152885874,46598.71267,43263.61685,7.70877717312255,S2,2.0,True,False,S2,S2->S2,2525.0,3.9009393152885874,0.0,2,True,False,False,False,2,True,False,False,False,2,True,False,False,False,S2,S2,S2,S2,STABLE_2_0,,COMPLETE,True,,,,ROUTABLE_S2,False,SINGLE_INDUSTRY_CATEGORY,-602.0,False,2.0,-4.0,True,42.692518874399454,False,,1457.0,1461.0,1522.0,-0.2737850787132068,2,2,False,53.23411611666439,-70.0,0.011990407673860911,False,,-38.75331428864675,-2486.246685711353,80.90615908,op_rate_approx,True,2.28471098,SAME_SOURCE,False,PPI_candidate_quarterly_yoy.csv,1,기계및장비,5.603806861668503,5.603806861668503,1.9932712408856412,1.9932712408856412,SAME_ALL,COMPARABLE,S2,True,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
기계,2022Q3,210,18,61680.0,64112.0,-2432.0,-3.7933616171699542,45784.71976,41697.10204,9.803121847841489,S2,3.0,True,False,S2,S2->S4,2432.0,3.7933616171699542,0.0,3,True,False,False,False,3,True,False,False,False,3,True,False,False,False,S2,S2,S2,S2,STABLE_2_0,,COMPLETE,True,,,,ROUTABLE_S2,False,SINGLE_INDUSTRY_CATEGORY,-523.0,False,-13.0,-14.0,True,42.714681440443215,False,,1444.0,1458.0,1512.0,-0.9602194787380004,3,3,False,53.319963001063286,-266.0,0.05453054530545305,False,,-147.0851869420846,-2284.9148130579156,76.31102524,op_rate_approx,True,3.2322821400000095,SAME_SOURCE,False,PPI_candidate_quarterly_yoy.csv,1,기계및장비,5.902253169546068,5.902253169546068,3.6834614576615854,3.6834614576615854,SAME_ALL,COMPARABLE,S2,True,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
기계,2022Q4,211,18,60589.0,63534.0,-2945.0,-4.635313375515471,43131.31384666667,47110.82155,-8.447120157116705,S4,1.0,False,False,S2,S4->S4,2945.0,4.635313375515471,8.447120157116705,4,True,False,False,False,4,True,False,False,False,4,True,False,False,False,S4,S4,S4,S4,STABLE_2_0,,COMPLETE,True,,,,ROUTABLE_S4,False,SINGLE_INDUSTRY_CATEGORY,-1091.0,False,11.0,-6.0,True,41.64192439862543,False,,1455.0,1461.0,1521.0,-0.4106776180698102,4,4,False,53.936955302537996,-3381.0,0.7354796606482489,True,87.10440698018338,-1856.3739391949118,-1088.6260608050882,77.9403692296882,op_rate_approx,True,-6.373717240311805,SAME_SOURCE,False,PPI_candidate_quarterly_yoy.csv,1,기계및장비,4.222394520902006,4.222394520902006,-12.156230660655009,-12.156230660655009,SAME_ALL,COMPARABLE,S4,True,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
기계,2023Q1,212,18,56683.0,62805.0,-6122.0,-9.747631557996971,43783.11930276925,45395.66533,-3.5522026508665205,S4,2.0,False,False,S4,S4->S2,6122.0,9.747631557996971,3.5522026508665205,5,True,False,False,False,5,True,False,False,False,5,True,False,False,False,S4,S4,S4,S4,STABLE_2_0,,COMPLETE,True,,,,ROUTABLE_S4,False,SINGLE_INDUSTRY_CATEGORY,-3906.0,False,0.0,0.0,False,38.9573883161512,False,,1455.0,1455.0,1525.0,0.0,4,4,False,49.84303966655821,-3571.0,0.3711672383328136,True,171.43657238868664,-1912.0897488362575,-4209.910251163743,75.82136824877699,op_rate_approx,True,-1.9091486212230109,SAME_SOURCE,False,PPI_candidate_quarterly_yoy.csv,1,기계및장비,3.591151402943149,3.591151402943149,-6.895718366932558,-6.895718366932558,SAME_ALL,COMPARABLE,S4,True,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
기계,2023Q2,213,18,56736.0,62203.0,-5467.0,-8.788965162451968,46779.95319025642,46598.71267,0.3889388995355292,S2,1.0,False,False,S4,S2->S4,5467.0,8.788965162451968,0.0,6,True,False,False,False,6,True,False,False,False,6,True,False,False,False,S2,N,N,N,SENSITIVE_0_5,0.5,COMPLETE,True,,,,ROUTABLE_S2,False,SINGLE_INDUSTRY_CATEGORY,53.0,True,5.0,3.0,True,38.86027397260274,False,,1460.0,1457.0,1530.0,0.205902539464664,4,4,False,50.049400141143266,-3488.0,0.42966247844296623,True,156.7373853211009,-1856.8059701492539,-3610.194029850746,78.0547293009608,op_rate_approx,True,-2.8514297790391936,SAME_SOURCE,True,PPI_candidate_quarterly_yoy.csv,1,기계및장비,2.7540570348195903,2.7540570348195903,-2.301727253924979,-2.301727253924979,OPPOSITE_ALL,COMPARABLE,S4,True,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
기계,2023Q3,214,18,56526.0,61680.0,-5154.0,-8.356031128404673,44858.85667900002,45784.71976,-2.0222097805846277,S4,1.0,False,True,S2,,5154.0,8.356031128404673,2.0222097805846277,7,True,False,False,False,7,True,False,False,False,7,True,False,False,False,S4,S4,S4,S4,STABLE_2_0,,COMPLETE,True,,,,ROUTABLE_S4,False,SINGLE_INDUSTRY_CATEGORY,-210.0,False,-4.0,12.0,True,38.8228021978022,False,,1456.0,1444.0,1525.0,0.8310249307479145,4,4,False,49.807909206259694,-2191.0,0.2515210653197107,False,,-1168.2403893532967,-3985.7596106467035,75.99927126026344,op_rate_approx,True,-0.31175397973656516,SAME_SOURCE,False,PPI_candidate_quarterly_yoy.csv,1,기계및장비,1.4235648047638216,1.4235648047638216,-3.397410248773469,-3.397410248773469,SAME_ALL,COMPARABLE,S4,True,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
기계,2023Q4,215,18,56487.0,60589.0,-4102.0,-6.770205812936336,,43131.31384666667,,INVALID,,False,False,S4,,4102.0,6.770205812936336,,8,True,False,False,False,8,True,False,False,False,8,True,False,False,False,INVALID,INVALID,INVALID,INVALID,INVALID,,PROD_YOY_MISSING,False,PROD_YOY_MISSING,2023Q4_PRODUCTION_SOURCE_MISSING,,DATA_REVIEW,False,SINGLE_INDUSTRY_CATEGORY,-39.0,False,3.0,4.0,True,38.716244002741604,False,,1459.0,1455.0,1528.0,0.274914089347078,4,4,False,49.76345904802178,1178.0,0.12379150903741068,False,,635.3773334638976,-4737.377333463897,78.86420553665049,op_rate_approx,True,0.9238363069622864,SAME_SOURCE,,PPI_candidate_quarterly_yoy.csv,1,기계및장비,,,,,NOT_COMPARABLE,NOMINAL_PRODUCTION_YOY_MISSING,,,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
기계,2024Q1,216,18,56321.0,56683.0,-362.0,-0.6386394509817706,50754.041424,43783.11930276925,15.921483512916002,S2,1.0,True,False,INVALID,S2->S1,362.0,0.6386394509817706,0.0,9,True,False,False,False,9,True,False,False,False,0,False,False,False,False,S2,S2,N,N,SENSITIVE_1_0,1.0,COMPLETE,True,,,,ROUTABLE_S2,False,SINGLE_INDUSTRY_CATEGORY,-166.0,False,10.0,14.0,True,38.339686861810755,False,,1469.0,1455.0,1536.0,0.9621993127147732,4,4,False,49.40785318267948,269.0,0.2506989748369059,False,,134.0777767030416,-496.0777767030416,76.30885327240794,op_rate_approx,True,0.4874850236309527,SAME_SOURCE,False,PPI_candidate_quarterly_yoy.csv,1,기계및장비,1.7102181683717357,1.7102181683717357,13.97230838795258,13.97230838795258,SAME_ALL,COMPARABLE,S2,True,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
기계,2024Q2,217,18,58282.0,56736.0,1546.0,2.7249012972363262,54973.24675475004,46779.95319025642,17.514539895264726,S1,1.0,False,True,S2,S1->S1,0.0,0.0,0.0,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,S1,S1,S1,S1,STABLE_2_0,,COMPLETE,True,,,,ROUTABLE_S1,False,SINGLE_INDUSTRY_CATEGORY,1961.0,False,-3.0,6.0,True,39.755798090040926,False,,1466.0,1460.0,1546.0,0.4109589041095818,3,4,False,50.11393047231705,2939.0,0.9702872235061076,True,52.602926165362376,1470.9518701482004,75.04812985179956,79.53408182108247,op_rate_official,False,,MIXED_SOURCE_NOT_COMPUTED,,PPI_candidate_quarterly_yoy.csv,1,기계및장비,1.5210524701769534,1.5210524701769534,15.753862904234616,15.753862904234616,SAME_ALL,COMPARABLE,S1,True,단일 후보·근접 분류,False,NOT_CONFIRMED,20260916T061849980743Z-d1794cbf,2026-09-16T06:18:49.980743+00:00,58499908a6af50344a1362c55c840a58cfd80d4373c7098c4c97a9e0271a573b,9eab0a418a59d45db45d451cd60b05233a7a4f1c756a49150fbd3e50c78ddd6a,changwon-transition-diagnosis-model/1.0.0,changwon-electre-pilot-v1,SCENARIO_REGISTERED,SCENARIO_REGISTERED,bef58985e0714e5a149bbbbf667ed271296f86fc1b7d056f18d3518723da70f0
