wanted_auth_no,company_name,company_official_name,company_match_status,posting_title,source_snapshot_id,source_snapshot_date,registration_date,due_date,posting_activity_status,posting_activity_basis,list_posting_status,list_region,list_district,list_workplace_address,kicox_industry,industry_mapping_status,industry_mapping_source,ksic_code,ksic_name,ksic_revision,ksic_resolution_method,diagnostic_quarter,diagnostic_industry,diagnostic_q1_state,diagnostic_q2_employment_delta,diagnostic_q2_employment_yoy,diagnostic_q2_employment_share,diagnostic_q3_repeat,diagnostic_q3_state_run,diagnostic_q3_transition,diagnostic_previous_state,diagnostic_stage,diagnostic_stage_reason,priority_industry,industrial_complex_proxy_status,industrial_complex_proxy_basis,industrial_complex_match_status,industrial_complex_match_basis,industrial_complex_official_evidence,industrial_complex_official_source,industrial_complex_factory_id,industrial_complex_name,job_relevance_class,job_relevance_basis,job_relevance_rule_status,job_relevance_manual_review,detail_collection_status,detail_verified,detailed_validation_target,detail_access_status,detail_access_reason,detail_http_status,detail_checked_at,source_duplicate_group_id,source_repost_candidate,source_repost_reason,regional_core_metric_eligible,regional_support_metric_eligible,national_complex_core_metric_eligible,recruitment_count_raw,recruitment_count,occupation_raw,related_occupation,list_occupation_raw,list_cert_marker,occupation_keywords,title_job_keyword,title_skill_keyword,occupation_job_keyword,detail_job_keyword,detail_skill_keyword,detail_qualification_keyword,job_description_raw,job_description_clean,career,education,certificate_raw,preference_raw,other_preference_raw,computer_skill_raw,employment_type,wage,work_hours_raw,work_pattern_raw,workplace_address,detail_district,detail_registered_at,detail_closing_date,list_source_url,detail_source_url,field_provenance_json,detail_candidate_before_dedup,detail_needed,detail_needed_reason
K131132609180051,사)부스러기사랑나눔회 경남지부,,NO_MATCH,(긴급)지역아동센터 경남지원단 직원채용(전담인력) 재공고,work24_5gu_20260919_2138,2026-09-19,2026-09-18,2026-11-17,ACTIVE,LIST_DUE_DATE_ON_OR_AFTER_2026-09-23,NEW,경남 창원시 의창구,의창구,,,UNMAPPED,NO_EXISTING_KICOX_MAPPING,,,,UNRESOLVED,,,,,,,,,,,,,False,UNKNOWN,기존 주소 근거 부족,UNKNOWN,기존 주소 근거 부족,False,,,,UNKNOWN,DETAIL_NOT_VERIFIED; 목록 공고명만으로 직무를 확정하지 않음,NO_VERIFIED_DETAIL,True,NOT_REQUESTED,False,False,list_only,NO_DETAIL_REQUEST_RECORDED,,,,False,,False,False,False,,,,,,[인증],,,,,,,,,,,,,,,,,,,,,,,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180051,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K131132609180051&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"{""career"": ""detail"", ""certificate_raw"": ""detail"", ""company_name"": ""list"", ""computer_skill_raw"": ""detail"", ""detail_checked_at"": ""detail"", ""detail_http_status"": ""detail"", ""detail_job_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_qualification_keyword"": ""derived:detail_certificate_raw"", ""detail_skill_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_source_url"": ""detail"", ""diagnostic_q1_state"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q2_employment_delta"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_repeat"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_state_run"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_transition"": ""derived:saved_2026Q2_diagnostic_join"", ""due_date"": ""list"", ""education"": ""detail"", ""employment_type"": ""detail"", ""industrial_complex_match_status"": ""derived:factoryon_official_match"", ""job_description_clean"": ""derived:detail_job_description_raw_contact_redaction"", ""job_description_raw"": ""detail"", ""kicox_industry"": ""derived:ksic_kicox_crosswalk"", ""ksic_code"": ""derived:company_master_match"", ""list_district"": ""list"", ""list_source_url"": ""list"", ""occupation_job_keyword"": ""derived:list_occupation"", ""occupation_keywords"": ""detail"", ""occupation_raw"": ""detail"", ""other_preference_raw"": ""detail"", ""posting_activity_status"": ""derived:list_due_date_and_snapshot_date"", ""posting_title"": ""list"", ""preference_raw"": ""detail"", ""recruitment_count"": ""derived:detail_recruitment_count_raw"", ""recruitment_count_raw"": ""detail"", ""registration_date"": ""list"", ""related_occupation"": ""detail"", ""title_job_keyword"": ""derived:list_posting_title"", ""title_skill_keyword"": ""derived:list_posting_title"", ""wage"": ""detail"", ""wanted_auth_no"": ""list"", ""work_hours_raw"": ""detail"", ""work_pattern_raw"": ""detail"", ""workplace_address"": ""detail""}",False,False,OUTSIDE_CONFIRMED_PRIORITY_ACTIVE_FUNNEL
K131132609180050,(주)이앤시스,,NO_MATCH,정보통신 관련 사무직 사원 모집합니다.,work24_5gu_20260919_2138,2026-09-19,2026-09-18,2026-10-31,ACTIVE,LIST_DUE_DATE_ON_OR_AFTER_2026-09-23,NEW,경남 창원시 진해구,진해구,,,UNMAPPED,NO_EXISTING_KICOX_MAPPING,,,,UNRESOLVED,,,,,,,,,,,,,False,UNKNOWN,기존 주소 근거 부족,UNKNOWN,기존 주소 근거 부족,False,,,,UNKNOWN,DETAIL_NOT_VERIFIED; 목록 공고명만으로 직무를 확정하지 않음,NO_VERIFIED_DETAIL,True,NOT_REQUESTED,False,False,list_only,NO_DETAIL_REQUEST_RECORDED,,,,False,,False,False,False,,,,,,[인증],,사무,,,,,,,,,,,,,,,,,,,,,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180050,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K131132609180050&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"{""career"": ""detail"", ""certificate_raw"": ""detail"", ""company_name"": ""list"", ""computer_skill_raw"": ""detail"", ""detail_checked_at"": ""detail"", ""detail_http_status"": ""detail"", ""detail_job_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_qualification_keyword"": ""derived:detail_certificate_raw"", ""detail_skill_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_source_url"": ""detail"", ""diagnostic_q1_state"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q2_employment_delta"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_repeat"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_state_run"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_transition"": ""derived:saved_2026Q2_diagnostic_join"", ""due_date"": ""list"", ""education"": ""detail"", ""employment_type"": ""detail"", ""industrial_complex_match_status"": ""derived:factoryon_official_match"", ""job_description_clean"": ""derived:detail_job_description_raw_contact_redaction"", ""job_description_raw"": ""detail"", ""kicox_industry"": ""derived:ksic_kicox_crosswalk"", ""ksic_code"": ""derived:company_master_match"", ""list_district"": ""list"", ""list_source_url"": ""list"", ""occupation_job_keyword"": ""derived:list_occupation"", ""occupation_keywords"": ""detail"", ""occupation_raw"": ""detail"", ""other_preference_raw"": ""detail"", ""posting_activity_status"": ""derived:list_due_date_and_snapshot_date"", ""posting_title"": ""list"", ""preference_raw"": ""detail"", ""recruitment_count"": ""derived:detail_recruitment_count_raw"", ""recruitment_count_raw"": ""detail"", ""registration_date"": ""list"", ""related_occupation"": ""detail"", ""title_job_keyword"": ""derived:list_posting_title"", ""title_skill_keyword"": ""derived:list_posting_title"", ""wage"": ""detail"", ""wanted_auth_no"": ""list"", ""work_hours_raw"": ""detail"", ""work_pattern_raw"": ""detail"", ""workplace_address"": ""detail""}",False,False,OUTSIDE_CONFIRMED_PRIORITY_ACTIVE_FUNNEL
K131132609180049,주식회사 세영테크놀러지,(주)세영테크놀러지,MATCH,세영테크놀러지 - 품질관리 사원모집(신입&경력),work24_5gu_20260919_2138,2026-09-19,2026-09-18,2026-10-02,ACTIVE,LIST_DUE_DATE_ON_OR_AFTER_2026-09-23,NEW,경남 창원시 성산구,성산구,경상남도 창원시 성산구 창곡로108번길 15-20 (신촌동),전기전자,MAPPED,ENRICHED_FROM_FACTORY_REGISTER | COMPANY_MASTER_EXACT | direct,26224,전자부품 실장기판 제조업,KSIC 11차,COMPANY_MASTER_EXACT,2026Q2,전기전자,S2,-116.0,-0.4128848549563968,24.365583906644606,False,1.0,S4 → S2,S4,관찰,고용 축 진입신호 없음,False,NOT_MATCHED,기존 LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND 비매치,UNKNOWN,NO_CONSERVATIVE_OFFICIAL_FACTORY_MATCH,False,kicox_factoryon_public_api,,,UNKNOWN,DETAIL_NOT_VERIFIED; 목록 공고명만으로 직무를 확정하지 않음,NO_VERIFIED_DETAIL,True,NOT_REQUESTED,False,False,list_only,NO_DETAIL_REQUEST_RECORDED,,,,False,,False,False,False,,,,,,[인증],,품질·검사,,,,,,,,,,,,,,,,,,,,,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180049,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K131132609180049&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"{""career"": ""detail"", ""certificate_raw"": ""detail"", ""company_name"": ""list"", ""computer_skill_raw"": ""detail"", ""detail_checked_at"": ""detail"", ""detail_http_status"": ""detail"", ""detail_job_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_qualification_keyword"": ""derived:detail_certificate_raw"", ""detail_skill_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_source_url"": ""detail"", ""diagnostic_q1_state"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q2_employment_delta"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_repeat"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_state_run"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_transition"": ""derived:saved_2026Q2_diagnostic_join"", ""due_date"": ""list"", ""education"": ""detail"", ""employment_type"": ""detail"", ""industrial_complex_match_status"": ""derived:factoryon_official_match"", ""job_description_clean"": ""derived:detail_job_description_raw_contact_redaction"", ""job_description_raw"": ""detail"", ""kicox_industry"": ""derived:ksic_kicox_crosswalk"", ""ksic_code"": ""derived:company_master_match"", ""list_district"": ""list"", ""list_source_url"": ""list"", ""occupation_job_keyword"": ""derived:list_occupation"", ""occupation_keywords"": ""detail"", ""occupation_raw"": ""detail"", ""other_preference_raw"": ""detail"", ""posting_activity_status"": ""derived:list_due_date_and_snapshot_date"", ""posting_title"": ""list"", ""preference_raw"": ""detail"", ""recruitment_count"": ""derived:detail_recruitment_count_raw"", ""recruitment_count_raw"": ""detail"", ""registration_date"": ""list"", ""related_occupation"": ""detail"", ""title_job_keyword"": ""derived:list_posting_title"", ""title_skill_keyword"": ""derived:list_posting_title"", ""wage"": ""detail"", ""wanted_auth_no"": ""list"", ""work_hours_raw"": ""detail"", ""work_pattern_raw"": ""detail"", ""workplace_address"": ""detail""}",False,False,OUTSIDE_CONFIRMED_PRIORITY_ACTIVE_FUNNEL
K131132609180048,창원시립힐스아티움어린이집,,NO_MATCH,창원시립힐스아티움어린이집 만2세 담임교사 공개채용 공고,work24_5gu_20260919_2138,2026-09-19,2026-09-18,2026-10-06,ACTIVE,LIST_DUE_DATE_ON_OR_AFTER_2026-09-23,NEW,경남 창원시 의창구,의창구,,,UNMAPPED,NO_EXISTING_KICOX_MAPPING,,,,UNRESOLVED,,,,,,,,,,,,,False,UNKNOWN,기존 주소 근거 부족,UNKNOWN,기존 주소 근거 부족,False,,,,UNKNOWN,DETAIL_NOT_VERIFIED; 목록 공고명만으로 직무를 확정하지 않음,NO_VERIFIED_DETAIL,True,NOT_REQUESTED,False,False,list_only,NO_DETAIL_REQUEST_RECORDED,,,,False,,False,False,False,,,,,,[인증],,,,,,,,,,,,,,,,,,,,,,,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180048,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K131132609180048&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"{""career"": ""detail"", ""certificate_raw"": ""detail"", ""company_name"": ""list"", ""computer_skill_raw"": ""detail"", ""detail_checked_at"": ""detail"", ""detail_http_status"": ""detail"", ""detail_job_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_qualification_keyword"": ""derived:detail_certificate_raw"", ""detail_skill_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_source_url"": ""detail"", ""diagnostic_q1_state"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q2_employment_delta"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_repeat"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_state_run"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_transition"": ""derived:saved_2026Q2_diagnostic_join"", ""due_date"": ""list"", ""education"": ""detail"", ""employment_type"": ""detail"", ""industrial_complex_match_status"": ""derived:factoryon_official_match"", ""job_description_clean"": ""derived:detail_job_description_raw_contact_redaction"", ""job_description_raw"": ""detail"", ""kicox_industry"": ""derived:ksic_kicox_crosswalk"", ""ksic_code"": ""derived:company_master_match"", ""list_district"": ""list"", ""list_source_url"": ""list"", ""occupation_job_keyword"": ""derived:list_occupation"", ""occupation_keywords"": ""detail"", ""occupation_raw"": ""detail"", ""other_preference_raw"": ""detail"", ""posting_activity_status"": ""derived:list_due_date_and_snapshot_date"", ""posting_title"": ""list"", ""preference_raw"": ""detail"", ""recruitment_count"": ""derived:detail_recruitment_count_raw"", ""recruitment_count_raw"": ""detail"", ""registration_date"": ""list"", ""related_occupation"": ""detail"", ""title_job_keyword"": ""derived:list_posting_title"", ""title_skill_keyword"": ""derived:list_posting_title"", ""wage"": ""detail"", ""wanted_auth_no"": ""list"", ""work_hours_raw"": ""detail"", ""work_pattern_raw"": ""detail"", ""workplace_address"": ""detail""}",False,False,OUTSIDE_CONFIRMED_PRIORITY_ACTIVE_FUNNEL
K131132609180047,광일테크,,NO_MATCH,생산직 사원모집,work24_5gu_20260919_2138,2026-09-19,2026-09-18,2026-11-17,ACTIVE,LIST_DUE_DATE_ON_OR_AFTER_2026-09-23,NEW,경남 창원시 의창구,의창구,,,UNMAPPED,NO_EXISTING_KICOX_MAPPING,,,,UNRESOLVED,,,,,,,,,,,,,False,UNKNOWN,기존 주소 근거 부족,UNKNOWN,기존 주소 근거 부족,False,,,,UNKNOWN,DETAIL_NOT_VERIFIED; 목록 공고명만으로 직무를 확정하지 않음,NO_VERIFIED_DETAIL,True,NOT_REQUESTED,False,False,list_only,NO_DETAIL_REQUEST_RECORDED,,,,False,,False,False,False,,,,,,[인증],,생산,,,,,,,,,,,,,,,,,,,,,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180047,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K131132609180047&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"{""career"": ""detail"", ""certificate_raw"": ""detail"", ""company_name"": ""list"", ""computer_skill_raw"": ""detail"", ""detail_checked_at"": ""detail"", ""detail_http_status"": ""detail"", ""detail_job_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_qualification_keyword"": ""derived:detail_certificate_raw"", ""detail_skill_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_source_url"": ""detail"", ""diagnostic_q1_state"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q2_employment_delta"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_repeat"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_state_run"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_transition"": ""derived:saved_2026Q2_diagnostic_join"", ""due_date"": ""list"", ""education"": ""detail"", ""employment_type"": ""detail"", ""industrial_complex_match_status"": ""derived:factoryon_official_match"", ""job_description_clean"": ""derived:detail_job_description_raw_contact_redaction"", ""job_description_raw"": ""detail"", ""kicox_industry"": ""derived:ksic_kicox_crosswalk"", ""ksic_code"": ""derived:company_master_match"", ""list_district"": ""list"", ""list_source_url"": ""list"", ""occupation_job_keyword"": ""derived:list_occupation"", ""occupation_keywords"": ""detail"", ""occupation_raw"": ""detail"", ""other_preference_raw"": ""detail"", ""posting_activity_status"": ""derived:list_due_date_and_snapshot_date"", ""posting_title"": ""list"", ""preference_raw"": ""detail"", ""recruitment_count"": ""derived:detail_recruitment_count_raw"", ""recruitment_count_raw"": ""detail"", ""registration_date"": ""list"", ""related_occupation"": ""detail"", ""title_job_keyword"": ""derived:list_posting_title"", ""title_skill_keyword"": ""derived:list_posting_title"", ""wage"": ""detail"", ""wanted_auth_no"": ""list"", ""work_hours_raw"": ""detail"", ""work_pattern_raw"": ""detail"", ""workplace_address"": ""detail""}",False,False,OUTSIDE_CONFIRMED_PRIORITY_ACTIVE_FUNNEL
K131132609180046,(유)티에스,(유)티에스,MATCH,H-MCT 가공 경력자 모집,work24_5gu_20260919_2138,2026-09-19,2026-09-18,2026-09-30,ACTIVE,LIST_DUE_DATE_ON_OR_AFTER_2026-09-23,NEW,경남 창원시 의창구,의창구,,기계,MAPPED,ENRICHED_FROM_FACTORY_REGISTER | COMPANY_MASTER_EXACT | ambiguous,25924,절삭가공 및 유사처리업,KSIC 11차,COMPANY_MASTER_EXACT,2026Q2,기계,S4,-3979.0,-6.339722447939078,51.19219716102064,False,2.0,S4 → S4,S4,우선점검,고용감소 6.3%(진입경계 5% 통과) · 산단 제조업 고용의 3.47% 감소(상위경계 2.0% 통과) → 보강: 생산 19.5% 감소,True,UNKNOWN,기존 주소 근거 부족,POSSIBLE,OFFICIAL_EXACT_COMPANY_NAME_ADDRESS_INSUFFICIENT_OR_CONFLICTING,False,kicox_factoryon_public_api,481212017391284,창원국가산업단지,CORE_INDUSTRIAL,"RULE_V1_MULTI_FIELD; scores=CORE_INDUSTRIAL:13,INDUSTRIAL_SUPPORT:0,GENERAL_NONCORE:0; matched=occupation_raw:machining,occupation_keywords:machining,job_description_clean:machining,title:machining",MATCHED,False,SUCCESS,True,False,success,DETAIL_ID_COMPANY_TITLE_AND_REQUESTED_FIELDS_PARSED,200,2026-09-23T04:41:11+00:00,,False,,True,False,False,3명,3,금속 공작기계 조작원,-,,[인증],밸브가공원,가공,H-MCT,,가공,H-MCT|MCT|CNC|선반,,"H-MCT ,V-MCT ,CNC 선반가공 경력자 경력 2년이상 희망 외국인 기능자도가능","H-MCT ,V-MCT ,CNC 선반가공 경력자 경력 2년이상 희망 외국인 기능자도가능",경력 (최소 2년 이상) 필수,학력무관,관계없음,,,-,기간의 정함이 없는 근로계약,"시급 11,000원 ~ 12,000원 이하 협의가능",상세 근무시간 (오전) 7시 00분~(오후) 4시 00분- 월 화 목 금(잔업시 18시30분) 휴일근무시(오전) 7시 00분~(오후) 3시 00분- 7시간근무 8시간특근처리 일요일 근무는 절대하지 않음,주 5일 근무,"경상남도 창원시 의창구 차룡단지로 75-2, 팔용동 (팔용동) 지도 보기 길찾기",의창구,2026.09.18 17:30:15,2026.09.30 (수) 24:00,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609180046,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K131132609180046&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"{""career"": ""detail"", ""certificate_raw"": ""detail"", ""company_name"": ""list"", ""computer_skill_raw"": ""detail"", ""detail_checked_at"": ""detail"", ""detail_http_status"": ""detail"", ""detail_job_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_qualification_keyword"": ""derived:detail_certificate_raw"", ""detail_skill_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_source_url"": ""detail"", ""diagnostic_q1_state"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q2_employment_delta"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_repeat"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_state_run"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_transition"": ""derived:saved_2026Q2_diagnostic_join"", ""due_date"": ""list"", ""education"": ""detail"", ""employment_type"": ""detail"", ""industrial_complex_match_status"": ""derived:factoryon_official_match"", ""job_description_clean"": ""derived:detail_job_description_raw_contact_redaction"", ""job_description_raw"": ""detail"", ""kicox_industry"": ""derived:ksic_kicox_crosswalk"", ""ksic_code"": ""derived:company_master_match"", ""list_district"": ""list"", ""list_source_url"": ""list"", ""occupation_job_keyword"": ""derived:list_occupation"", ""occupation_keywords"": ""detail"", ""occupation_raw"": ""detail"", ""other_preference_raw"": ""detail"", ""posting_activity_status"": ""derived:list_due_date_and_snapshot_date"", ""posting_title"": ""list"", ""preference_raw"": ""detail"", ""recruitment_count"": ""derived:detail_recruitment_count_raw"", ""recruitment_count_raw"": ""detail"", ""registration_date"": ""list"", ""related_occupation"": ""detail"", ""title_job_keyword"": ""derived:list_posting_title"", ""title_skill_keyword"": ""derived:list_posting_title"", ""wage"": ""detail"", ""wanted_auth_no"": ""list"", ""work_hours_raw"": ""detail"", ""work_pattern_raw"": ""detail"", ""workplace_address"": ""detail""}",False,False,OUTSIDE_CONFIRMED_PRIORITY_ACTIVE_FUNNEL
KF10532609180005,도해정밀,도해정밀,MATCH,검사 및 출하 직원 모집,work24_5gu_20260919_2138,2026-09-19,2026-09-18,2026-11-17,ACTIVE,LIST_DUE_DATE_ON_OR_AFTER_2026-09-23,NEW,경남 창원시 의창구,의창구,경상남도 창원시 의창구 북면 감계로188번길 3,기계,MAPPED,ENRICHED_FROM_FACTORY_REGISTER | COMPANY_MASTER_EXACT | direct,29293,주형 및 금형 제조업,KSIC 11차,COMPANY_MASTER_EXACT,2026Q2,기계,S4,-3979.0,-6.339722447939078,51.19219716102064,False,2.0,S4 → S4,S4,우선점검,고용감소 6.3%(진입경계 5% 통과) · 산단 제조업 고용의 3.47% 감소(상위경계 2.0% 통과) → 보강: 생산 19.5% 감소,True,POSSIBLE,기존 LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND 상한 판정,UNKNOWN,NO_CONSERVATIVE_OFFICIAL_FACTORY_MATCH,False,kicox_factoryon_public_api,,,CORE_INDUSTRIAL,"RULE_V1_MULTI_FIELD; scores=CORE_INDUSTRIAL:9,INDUSTRIAL_SUPPORT:4,GENERAL_NONCORE:0; matched=occupation_raw:manufacturing,job_description_clean:quality,job_description_clean:engineering",MATCHED,False,SUCCESS,True,False,success,DETAIL_ID_COMPANY_TITLE_AND_REQUESTED_FIELDS_PARSED,200,2026-09-23T04:41:06+00:00,,False,,True,False,False,1명,1,기타 제조 관련 단순 종사원,기타 금속공작기계 조작원 및 보조원,,[인증],-,품질·검사|물류·납품,,,생산|품질·검사|설계|물류·납품,도면,,"오토캐드를 사용하여 제품 검사 및 포장 출하 관련 업무 -검사실에서 완성된 제품을 도면과 비교하면서 검사 하는 작업 검사 완료 후 포장업무 작은 금속 부품 (가벼움) 검사, 포장 -간단한 캐드작업(초급정도실력)가능자 (캐드 사용이 안된다면 배우려는 의지가 있으신 분)","오토캐드를 사용하여 제품 검사 및 포장 출하 관련 업무 -검사실에서 완성된 제품을 도면과 비교하면서 검사 하는 작업 검사 완료 후 포장업무 작은 금속 부품 (가벼움) 검사, 포장 -간단한 캐드작업(초급정도실력)가능자 (캐드 사용이 안된다면 배우려는 의지가 있으신 분)",관계없음,학력무관,관계없음,,,-,기간의 정함이 없는 근로계약,"시급 10,320원 이상 협의가능",상세 근무시간 (근무시간) (오전) 8시 00분 ~ (오후) 5시 00분 근무시간 협의가능,주 5일 근무,경상남도 창원시 의창구 북면 감계로188번길 3 지도 보기 길찾기,의창구,2026.09.18 17:27:30,채용시까지 (마감시간 : 24시),http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609180005,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10532609180005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"{""career"": ""detail"", ""certificate_raw"": ""detail"", ""company_name"": ""list"", ""computer_skill_raw"": ""detail"", ""detail_checked_at"": ""detail"", ""detail_http_status"": ""detail"", ""detail_job_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_qualification_keyword"": ""derived:detail_certificate_raw"", ""detail_skill_keyword"": ""derived:detail_occupation_and_job_description"", ""detail_source_url"": ""detail"", ""diagnostic_q1_state"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q2_employment_delta"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_repeat"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_state_run"": ""derived:saved_2026Q2_diagnostic_join"", ""diagnostic_q3_transition"": ""derived:saved_2026Q2_diagnostic_join"", ""due_date"": ""list"", ""education"": ""detail"", ""employment_type"": ""detail"", ""industrial_complex_match_status"": ""derived:factoryon_official_match"", ""job_description_clean"": ""derived:detail_job_description_raw_contact_redaction"", ""job_description_raw"": ""detail"", ""kicox_industry"": ""derived:ksic_kicox_crosswalk"", ""ksic_code"": ""derived:company_master_match"", ""list_district"": ""list"", ""list_source_url"": ""list"", ""occupation_job_keyword"": ""derived:list_occupation"", ""occupation_keywords"": ""detail"", ""occupation_raw"": ""detail"", ""other_preference_raw"": ""detail"", ""posting_activity_status"": ""derived:list_due_date_and_snapshot_date"", ""posting_title"": ""list"", ""preference_raw"": ""detail"", ""recruitment_count"": ""derived:detail_recruitment_count_raw"", ""recruitment_count_raw"": ""detail"", ""registration_date"": ""list"", ""related_occupation"": ""detail"", ""title_job_keyword"": ""derived:list_posting_title"", ""title_skill_keyword"": ""derived:list_posting_title"", ""wage"": ""detail"", ""wanted_auth_no"": ""list"", ""work_hours_raw"": ""detail"", ""work_pattern_raw"": ""detail"", ""workplace_address"": ""detail""}",False,False,OUTSIDE_CONFIRMED_PRIORITY_ACTIVE_FUNNEL
