q1_q3_industry,q1_q3_quarter,q1_q3_stage,q1_q3_state,kicox_industry,company_raw,normalized_company,company_official,wanted_auth_no,title_raw,region_raw,gu,reg_date,due_date,recruitment_count,recruitment_count_source,occupation,occupation_source,career_type,career_min_months,wage_type,wage_min,wage_max,ksic_code,ksic_name,ksic_resolution_method,company_match_status,is_manufacturing,workplace_address_enriched,address_source,industrial_complex_match_status,industrial_complex_match_method,kicox_mapping_status,kicox_mapping_confidence,repost_candidate,evidence_status,evidence_notes,source_url
기계,2026Q2,우선점검,S4,기계,기성하이스트,기성하이스트,기성하이스트,K131132609140025,NC선반 작업자 (위아 NC선반 有경험자),경남 창원시 성산구,성산구,2026-09-14,2026-09-29,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,12.0,시급,10320,14000,29293,주형 및 금형 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 성산구 창원대로1144번길 74 (성주동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609140025
기계,2026Q2,우선점검,S4,기계,윤현테크,윤현테크,윤현테크,K131132609140017,MCT 작업자 모집합니다.,경남 창원시 의창구,의창구,2026-09-14,2026-09-28,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,24.0,연봉,42000000,42000000,29299,그 외 기타 특수목적용 기계 제조업,COMPANY_MASTER_EXACT,MATCH,True,"경상남도 창원시 의창구 북면 감계로188번길 21 B, C 동",ENRICHED_FROM_FACTORY_REGISTER,POSSIBLE,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609140017
기계,2026Q2,우선점검,S4,기계,(주)아원이노텍,아원이노텍,(주)아원이노텍,K131132609140015,[방산] W/H(케이블) 생산팀 중간관리자 채용,경남 창원시 의창구,의창구,2026-09-14,2026-09-30,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,60.0,연봉,45000000,45000000,25924,절삭가공 및 유사처리업,COMPANY_MASTER_EXACT,MATCH,True,,NOT_COLLECTED_ACCESS_POLICY,UNKNOWN,NO_RELIABLE_ADDRESS,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609140015
기계,2026Q2,우선점검,S4,기계,윤현테크,윤현테크,윤현테크,K131132609140014,CNC 작업자 모집(NC 프로그램 가능자),경남 창원시 의창구,의창구,2026-09-14,2026-09-28,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,36.0,연봉,44000000,44000000,29299,그 외 기타 특수목적용 기계 제조업,COMPANY_MASTER_EXACT,MATCH,True,"경상남도 창원시 의창구 북면 감계로188번길 21 B, C 동",ENRICHED_FROM_FACTORY_REGISTER,POSSIBLE,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609140014
기계,2026Q2,우선점검,S4,기계,주식회사성산글로팩,성산글로팩,(주)성산글로팩,K131132609140008,수출 기계(대형기계) 포장 현장직 모집(경력무관),경남 창원시 성산구,성산구,2026-09-14,2026-09-30,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,시급,11000,11000,25991,금속 캔 및 기타 포장용기 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 의창구 대산면 가술길23번길 12-64,ENRICHED_FROM_FACTORY_REGISTER,POSSIBLE,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609140008
기계,2026Q2,우선점검,S4,기계,주식회사성산글로팩,성산글로팩,(주)성산글로팩,K131132609140004,지게차 수신호 작업자 모집,경남 창원시 성산구,성산구,2026-09-14,2026-09-30,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,신입,0.0,시급,10320,10320,25991,금속 캔 및 기타 포장용기 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 의창구 대산면 가술길23번길 12-64,ENRICHED_FROM_FACTORY_REGISTER,POSSIBLE,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609140004
기계,2026Q2,우선점검,S4,기계,주식회사 닥터스핀들,닥터스핀들,닥터스핀들,K131132609140002,공작기계 스핀들(주축) 조립 직원모집(신입 및 경력),경남 창원시 의창구,의창구,2026-09-14,2026-11-13,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,시급,10340,25000,25924,절삭가공 및 유사처리업,COMPANY_MASTER_EXACT,MATCH,True,"경상남도 창원시 성산구 완암로 50, 테크동 4층 411호(성산동, SK테크노파크)",ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609140002
기계,2026Q2,우선점검,S4,기계,해암테크(주),해암테크,해암테크(주),KJSA002609140009,"[9/16 경상남도 일자리 종합 박람회]해암테크 - 생산관리 직원 모집 (각종기계부품, 기어, 동력전달장치용 부품 작업표준서 및 공정도 작성 등)",경남 창원시 성산구,성산구,2026-09-14,2026-11-13,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,12.0,연봉,38000000,38000000,29142,기어 및 동력전달장치 제조업,COMPANY_MASTER_EXACT,MATCH,True,,NOT_COLLECTED_ACCESS_POLICY,UNKNOWN,NO_RELIABLE_ADDRESS,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609140009
기계,2026Q2,우선점검,S4,기계,호은테크,호은테크,호은테크,K131132609140001,MCT 사원모집,경남 창원시 성산구,성산구,2026-09-14,2026-09-28,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,시급,10500,10500,29111,내연기관 제조업,COMPANY_MASTER_EXACT,MATCH,True,"경상남도 창원시 성산구 공단로474번길 15 (성산동, 대영정공)",ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609140001
기계,2026Q2,우선점검,S4,기계,해암테크(주),해암테크,해암테크(주),KJSA002609140008,"[2026년 경상남도 일자리종합박람회]해암테크 - 기술연구소 선임연구원 모집 (기어, 동력전달, 유압부품 및 국책과제, 국산화개발 관리 등)",경남 창원시 성산구,성산구,2026-09-14,2026-11-13,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,12.0,연봉,40000000,40000000,29142,기어 및 동력전달장치 제조업,COMPANY_MASTER_EXACT,MATCH,True,,NOT_COLLECTED_ACCESS_POLICY,UNKNOWN,NO_RELIABLE_ADDRESS,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609140008
기계,2026Q2,우선점검,S4,기계,해암테크(주),해암테크,해암테크(주),KJSA002609140007,"[9/16 경상남도 일자리 종합 박람회 ]해암테크 - 기어연삭,연삭기 및 cnc 선반 조작원 모집 (각종 기어부품 가공)",경남 창원시 성산구,성산구,2026-09-14,2026-11-13,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,12.0,연봉,36000000,36000000,29142,기어 및 동력전달장치 제조업,COMPANY_MASTER_EXACT,MATCH,True,,NOT_COLLECTED_ACCESS_POLICY,UNKNOWN,NO_RELIABLE_ADDRESS,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609140007
기계,2026Q2,우선점검,S4,기계,(주)경인테크,경인테크,(주)경인테크,KJSA002609140002,[9/16 경남일자리종합박람회] (주)경인테크-기구설계,경남 창원시 의창구,의창구,2026-09-14,2026-11-13,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,시급,10320,10320,25200,무기 및 총포탄 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 의창구 팔용로371번길 6 (팔용동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609140002
기계,2026Q2,우선점검,S4,기계,(주)경인테크,경인테크,(주)경인테크,KJSA002609140001,[9/16 경남일자리종합박람회](주)경인테크 - 해외.국내 영업,경남 창원시 의창구,의창구,2026-09-14,2026-11-13,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,시급,10320,10320,25200,무기 및 총포탄 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 의창구 팔용로371번길 6 (팔용동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609140001
기계,2026Q2,우선점검,S4,기계,혜송산업,혜송산업,혜송산업,K131132609110055,사상공 모집,경남 창원시 의창구,의창구,2026-09-11,2026-09-27,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,60.0,시급,10320,10320,25924,절삭가공 및 유사처리업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 의창구 팔용로371번길 36 (팔용동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110055
기계,2026Q2,우선점검,S4,기계,한성기계공업사,한성기계공업사,한성기계공업사,K131132609110048,CNC 터닝 선반 및 5축가공 경력직 모집,경남 창원시 의창구,의창구,2026-09-11,2026-09-28,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,48.0,시급,13000,13000,29142,기어 및 동력전달장치 제조업,COMPANY_MASTER_EXACT,MATCH,True,"경상남도 창원시 의창구 죽전로 65 (팔용동, 신화철강(주))",ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110048
기계,2026Q2,우선점검,S4,기계,주식회사 인시스(INSYS),인시스INSYS,(주)인시스,K131132609110037,(주)인시스 영업 관리자 채용 (신입/경력),경남 창원시 의창구,의창구,2026-09-11,2026-09-25,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,연봉,35000000,43000000,29141,구름베어링 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 성산구 반월로60번길 18 (신촌동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110037
기계,2026Q2,우선점검,S4,기계,주식회사 인시스(INSYS),인시스INSYS,(주)인시스,K131132609110035,(주)인시스 건물관리자 채용 (신입/경력),경남 창원시 의창구,의창구,2026-09-11,2026-09-25,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,연봉,35000000,43000000,29141,구름베어링 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 성산구 반월로60번길 18 (신촌동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110035
기계,2026Q2,우선점검,S4,기계,주식회사 인시스(INSYS),인시스INSYS,(주)인시스,K131132609110034,(주)인시스 인사/노무 관리자 채용 (신입/경력),경남 창원시 의창구,의창구,2026-09-11,2026-09-25,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,연봉,35000000,43000000,29141,구름베어링 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 성산구 반월로60번길 18 (신촌동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110034
기계,2026Q2,우선점검,S4,기계,(주)신일이엔지,신일이엔지,(주)신일이엔지,K131132609110027,생산 및 공정관리 직원모집,경남 창원시 의창구,의창구,2026-09-11,2026-11-10,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,월급,3000000,3000000,29221,전자 응용 절삭기계 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 의창구 대산면 가술리 457-5번지,ENRICHED_FROM_FACTORY_REGISTER,POSSIBLE,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110027
기계,2026Q2,우선점검,S4,기계,이드원(주),이드원,이드원(주),K131132609110026,보링가공 신입사원 모집 (KBN135),경남 창원시 성산구,성산구,2026-09-11,2026-09-26,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,신입,0.0,연봉,36000000,36000000,25924,절삭가공 및 유사처리업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 성산구 연덕로15번길 60 (웅남동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110026
기계,2026Q2,우선점검,S4,기계,이드원(주),이드원,이드원(주),K131132609110025,MCT 가공 경력사원 모집 (프로그램 가능자),경남 창원시 성산구,성산구,2026-09-11,2026-09-26,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,60.0,연봉,48000000,50000000,25924,절삭가공 및 유사처리업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 성산구 연덕로15번길 60 (웅남동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110025
기계,2026Q2,우선점검,S4,기계,호은테크,호은테크,호은테크,K131132609110013,"기계부품 조립,및 검사모집",경남 창원시 성산구,성산구,2026-09-11,2026-09-25,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,시급,10320,10320,29111,내연기관 제조업,COMPANY_MASTER_EXACT,MATCH,True,"경상남도 창원시 성산구 공단로474번길 15 (성산동, 대영정공)",ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110013
기계,2026Q2,우선점검,S4,기계,한영정밀(주),한영정밀,한영정밀(주),K131132609110010,품질사무원 방산 [경력직] 모집,경남 창원시 의창구,의창구,2026-09-11,2026-09-25,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,36.0,월급,3500000,3500000,29199,그 외 기타 일반목적용 기계 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 의창구 평산로8번길 14(팔용동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110010
기계,2026Q2,우선점검,S4,기계,성신메카텍 주식회사,성신메카텍,성신메카텍(주),K131132609110009,[생산관리] 신규 인원 채용,경남 창원시 의창구,의창구,2026-09-11,2026-11-10,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,시급,10320,10320,25924,절삭가공 및 유사처리업,COMPANY_MASTER_EXACT,MATCH,True,,NOT_COLLECTED_ACCESS_POLICY,UNKNOWN,NO_RELIABLE_ADDRESS,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110009
기계,2026Q2,우선점검,S4,기계,국제정밀,국제정밀,국제정밀,K131132609110003,생산직 [MCT 가공] 모집,경남 창원시 의창구,의창구,2026-09-11,2026-11-10,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,24.0,시급,13000,13500,29223,금속 절삭기계 제조업,COMPANY_MASTER_EXACT,MATCH,True,"경상남도 창원시 의창구 창원대로204번길 9, 1동 1층 4호  (팔용동)",ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110003
기계,2026Q2,우선점검,S4,기계,모젠코리아,모젠코리아,모젠코리아,K131132609110002,모터 및 발전기 관련 제품 생산,경남 창원시 의창구,의창구,2026-09-11,2026-11-09,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,시급,10320,10320,29132,기체 펌프 및 압축기 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 의창구 동읍 죽동길 42,ENRICHED_FROM_FACTORY_REGISTER,POSSIBLE,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110002
기계,2026Q2,우선점검,S4,기계,가온테크,가온테크,가온테크,K131132609110001,"세탁기, 건조기 개발 연구원 모집",경남 창원시 성산구,성산구,2026-09-11,2026-11-10,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,관계없음,,시급,10500,10500,25942,그 외 금속파스너 및 나사제품 제조업,COMPANY_MASTER_EXACT,MATCH,True,"경상남도 창원시 성산구 월림로39번길 63-14, 가온테크(신촌동, 동화정밀)",ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,C,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609110001
기계,2026Q2,우선점검,S4,기계,성협나노텍,성협나노텍,성협나노텍,K131132609100049,와이어컷팅부서 사원 및 관리자 모집,경남 창원시 의창구,의창구,2026-09-10,2026-09-26,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,12.0,연봉,40000000,55000000,29293,주형 및 금형 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 의창구 팔용동 36번지 제3아파트형공장 3동 1층 7호,ENRICHED_FROM_FACTORY_REGISTER,POSSIBLE,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609100049
기계,2026Q2,우선점검,S4,기계,에스지솔루션(주),에스지솔루션,에스지솔루션(주),KJSA002609100034,[9/16 경남일자리종합박람회 직접참여] 에스지솔루션(주)_총무,경남 창원시 성산구,성산구,2026-09-10,2026-09-24,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,경력,36.0,연봉,26000000,26000000,29120,유압기기 제조업,COMPANY_MASTER_EXACT,MATCH,True,경상남도 창원시 성산구 곰절길10번길 7 (성주동),ENRICHED_FROM_FACTORY_REGISTER,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,MAPPED,A,False,CONFIRMED_POSTING_COMPANY_IDENTIFIED,수집시점 공개 채용활동 확인. 공고 수는 모집인원·노동수요가 아니다. 모집인원은 목록 미제공·상세 수집 비허용으로 미확보(NULL).,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609100034
