snapshot_id,crawl_timestamp,source_center,wanted_auth_no,company_raw,normalized_company,company_official,company_match_status,n_factories_matched,title_raw,region_raw,gu,in_scope,reg_date,reg_date_raw,reg_date_status,due_date,due_date_raw,due_date_status,wage_raw,wage_type,wage_min,wage_max,wage_unit,wage_parse_status,career_raw,career_type,career_min_months,career_parse_status,education_raw,cert_raw,posting_status,recruitment_count,recruitment_count_source,occupation,occupation_source,workplace_address_raw,workplace_address_enriched,address_source,address_reference_date,ksic_code,ksic_mid,ksic_name,ksic_revision,ksic_resolution_method,ksic_source,is_manufacturing,industrial_complex_match_status,industrial_complex_match_method,address_legal_dong,kicox_industry,kicox_mapping_status,kicox_mapping_confidence,kicox_mapping_note,duplicate_group_id,repost_candidate,repost_reason,source_url
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609170007,희연재활병원,희연재활병원,,NO_MATCH,,[종일반 1명] 조리원 모집,경남 창원시 성산구,성산구,True,2026-09-17,26-09-17,PARSED,2026-10-01,26-10-01,PARSED,월급 290 만원 이상 ~ 330 만원 이하,월급,2900000,3300000,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170007
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609170006,경남글로비스,경남글로비스,,NO_MATCH,,수출 포장 생산직 및 목재 파레트/목상자 제작 생산직 모집,경남 창원시 의창구,의창구,True,2026-09-17,26-09-17,PARSED,2026-09-28,26-09-28,PARSED,월급 280 만원 이상,월급,2800000,2800000,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170006
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KEC0132609170005,주식회사 인시스(INSYS),인시스INSYS,(주)인시스,MATCH,1.0,[창원 용호동] 오피스텔 경비원 모집,경남 창원시 성산구,성산구,True,2026-09-17,26-09-17,PARSED,2026-10-16,26-10-16,PARSED,월급 240 만원 이상 ~ 240 만원 이하,월급,2400000,2400000,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,경상남도 창원시 성산구 반월로60번길 18 (신촌동),ENRICHED_FROM_FACTORY_REGISTER,2024-12-31,29141,29,구름베어링 제조업,KSIC 11차,COMPANY_MASTER_EXACT,ENRICHED_FROM_FACTORY_REGISTER,True,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,성산구 (신촌동,기계,MAPPED,A,direct,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170005
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KEC0132609170004,주식회사 인시스(INSYS),인시스INSYS,(주)인시스,MATCH,1.0,[창원 서상동] 메트로병원 미화원 채용,경남 창원시 의창구,의창구,True,2026-09-17,26-09-17,PARSED,2026-10-16,26-10-16,PARSED,"시급 10,320 원 이상 ~ 10,320 원 이하",시급,10320,10320,원,PARSED,경력 1년,경력,12.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,경상남도 창원시 성산구 반월로60번길 18 (신촌동),ENRICHED_FROM_FACTORY_REGISTER,2024-12-31,29141,29,구름베어링 제조업,KSIC 11차,COMPANY_MASTER_EXACT,ENRICHED_FROM_FACTORY_REGISTER,True,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,성산구 (신촌동,기계,MAPPED,A,direct,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170004
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KEC0132609170003,봄누리노인재가센터,봄누리노인재가센터,,NO_MATCH,,(진해구 장천동 오후) 재가 요양보호사 모집합니다.,경남 창원시 진해구,진해구,True,2026-09-17,26-09-17,PARSED,2026-11-16,26-11-16,PARSED,"시급 10,320 원 이상 ~ 10,320 원 이하",시급,10320,10320,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170003
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609170005,SMC,SMC,SMC,MATCH,1.0,하네스 및 케이블 생산직 모집,경남 창원시 의창구,의창구,True,2026-09-17,26-09-17,PARSED,2026-10-01,26-10-01,PARSED,"시급 10,320 원 이상",시급,10320,10320,원,PARSED,경력 1년,경력,12.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,"경상남도 창원시 성산구 공단로21번길 46 (신촌동, 경일정밀) 외 1필지",ENRICHED_FROM_FACTORY_REGISTER,2024-12-31,25924,25,절삭가공 및 유사처리업,KSIC 11차,COMPANY_MASTER_EXACT,ENRICHED_FROM_FACTORY_REGISTER,True,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,성산구 (신촌동,기계,MAPPED,C,ambiguous,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170005
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KEC0132609170002,봄누리노인재가센터,봄누리노인재가센터,,NO_MATCH,,(진해구 태백동 오전)재가 요양보호사 모집합니다.,경남 창원시 진해구,진해구,True,2026-09-17,26-09-17,PARSED,2026-11-16,26-11-16,PARSED,"시급 10,320 원 이상 ~ 10,320 원 이하",시급,10320,10320,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170002
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609170004,(주)지성큐앤텍,지성큐앤텍,(주)지성큐앤텍,MATCH,2.0,지성큐엔텍 가공 작업자(오퍼레이터) 모집 (경력),경남 창원시 성산구,성산구,True,2026-09-17,26-09-17,PARSED,2026-10-01,26-10-01,PARSED,"시급 18,000 원 이상",시급,18000,18000,원,PARSED,경력 10년,경력,120.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,25200,25,무기 및 총포탄 제조업,KSIC 11차,COMPANY_MASTER_EXACT,ENRICHED_FROM_FACTORY_REGISTER,True,UNKNOWN,NO_RELIABLE_ADDRESS,,기계,MAPPED,C,ambiguous,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170004
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609170003,(주)지성큐앤텍,지성큐앤텍,(주)지성큐앤텍,MATCH,2.0,특수차량 부품 조립 사원 모집(단기직 6개월),경남 창원시 성산구,성산구,True,2026-09-17,26-09-17,PARSED,2026-10-01,26-10-01,PARSED,"시급 11,500 원 이상",시급,11500,11500,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,25200,25,무기 및 총포탄 제조업,KSIC 11차,COMPANY_MASTER_EXACT,ENRICHED_FROM_FACTORY_REGISTER,True,UNKNOWN,NO_RELIABLE_ADDRESS,,기계,MAPPED,C,ambiguous,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170003
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131112609170001,행복한재가장기요양센터,행복한재가장기요양센터,,NO_MATCH,,재가요양보호사,경남 창원시 진해구,진해구,True,2026-09-17,26-09-17,PARSED,2026-09-30,26-09-30,PARSED,"시급 10,320 원 이상 ~ 10,320 원 이하",시급,10320,10320,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131112609170001
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KEC0132609170001,창원성심원（사회복지）,창원성심원사회복지,,NO_MATCH,,[9/30(수)14:00 보건.돌봄종사자 특화 일자리수요데이 직접 참여업체] (북면)창원성심요양원 3교대 요양보호사 채용,경남 창원시 의창구,의창구,True,2026-09-17,26-09-17,PARSED,2026-10-06,26-10-06,PARSED,월급 270 만원 이상,월급,2700000,2700000,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609170001
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609170002,영인전력(주),영인전력,,NO_MATCH,,전기공사( 변전설비 ) 현장직 모집 합니다.,경남 창원시 의창구,의창구,True,2026-09-17,26-09-17,PARSED,2026-10-04,26-10-04,PARSED,"연봉 3,100 만원 이상 ~ 6,000 만원 이하",연봉,31000000,60000000,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170002
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609170001,에이피엠글로벌 주식회사,에이피엠글로벌,에이피엠글로벌(주),MATCH,1.0,CNC / MCT / NC/ 범용 정규직 신입/경력사원 모집,경남 창원시 성산구,성산구,True,2026-09-17,26-09-17,PARSED,2026-11-15,26-11-15,PARSED,"시급 10,320 원 이상",시급,10320,10320,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,"경상남도 창원시 성산구 남면로 121 (대원동, 에이피엠글로벌주식회사)",ENRICHED_FROM_FACTORY_REGISTER,2024-12-31,25924,25,절삭가공 및 유사처리업,KSIC 11차,COMPANY_MASTER_EXACT,ENRICHED_FROM_FACTORY_REGISTER,True,NOT_MATCH,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,성산구 남면,기계,MAPPED,C,ambiguous,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609170001
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KF10532609160006,창원가족재가복지센터,창원가족재가복지센터,,NO_MATCH,,재가요양보호사 모집,경남 창원시 성산구,성산구,True,2026-09-16,26-09-16,PARSED,2026-11-15,26-11-15,PARSED,"시급 10,320 원 이상 ~ 10,320 원 이하",시급,10320,10320,원,PARSED,신입,신입,0.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609160006
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KF10802609160007,희망찬재가복지센터,희망찬재가복지센터,,NO_MATCH,,재가요양보호사 모집,경남 창원시 진해구,진해구,True,2026-09-16,26-09-16,PARSED,2026-11-15,26-11-15,PARSED,"시급 10,320 원 이상 ~ 14,000 원 이하",시급,10320,14000,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609160007
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609160047,주식회사 리컴퍼니,리컴퍼니,,NO_MATCH,,공공 디자인 전문 회사에서 경력 디자이너를 모집합니다.,경남 창원시 성산구,성산구,True,2026-09-16,26-09-16,PARSED,2026-11-15,26-11-15,PARSED,"연봉 3,500 만원 이상",연봉,35000000,35000000,원,PARSED,경력 5년,경력,60.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160047
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KF10802609160005,창원방문요양센터,창원방문요양센터,,NO_MATCH,,[창원 성산구 대방동 대동아파트] 요양보호사 모집,경남 창원시 성산구,성산구,True,2026-09-16,26-09-16,PARSED,2026-10-09,26-10-09,PARSED,"시급 13,000 원 이상",시급,13000,13000,원,PARSED,경력 3개월,경력,3.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609160005
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KF10532609160005,다시봄요양센터,다시봄요양센터,,NO_MATCH,,다시봄요양센터 간호조무사 신규 채용,경남 창원시 의창구,의창구,True,2026-09-16,26-09-16,PARSED,2026-09-30,26-09-30,PARSED,월급 220 만원 이상 ~ 230 만원 이하,월급,2200000,2300000,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609160005
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KF10532609160004,큰사랑노인복지센터,큰사랑노인복지센터,,NO_MATCH,,큰사랑 노인복지센터 사회복지사(방문) 구인,경남 창원시 의창구,의창구,True,2026-09-16,26-09-16,PARSED,2026-10-20,26-10-20,PARSED,월급 216 만원 이상 ~ 216 만원 이하,월급,2160000,2160000,원,PARSED,경력 6개월,경력,6.0,PARSED,대졸(2~3년)|대졸(4년),[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609160004
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609160046,대산주간요양센터,대산주간요양센터,,NO_MATCH,,주간보호 사회복지사 모집,경남 창원시 의창구,의창구,True,2026-09-16,26-09-16,PARSED,2026-11-15,26-11-15,PARSED,"시급 10,320 원 이상 ~ 10,320 원 이하",시급,10320,10320,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160046
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609160045,(주)셀앤밀 리즈누아,셀앤밀리즈누아,,NO_MATCH,,베이커리 제빵사를 찾고 있습니다. [경력 1년이상 우대],경남 창원시 진해구,진해구,True,2026-09-16,26-09-16,PARSED,2026-11-15,26-11-15,PARSED,월급 216 만원 이상 ~ 350 만원 이하,월급,2160000,3500000,원,PARSED,경력 1년,경력,12.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160045
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609160044,주식회사에이치앤씨,에이치앤씨,(주)에이치앤씨,MATCH,1.0,"MCT , CNC조작원 모집",경남 창원시 성산구,성산구,True,2026-09-16,26-09-16,PARSED,2026-11-15,26-11-15,PARSED,"연봉 3,600 만원 이상 ~ 6,000 만원 이하",연봉,36000000,60000000,원,PARSED,경력 5년,경력,60.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,경상남도 창원시 의창구 대산면 봉강가술로477번길 129,ENRICHED_FROM_FACTORY_REGISTER,2024-12-31,25113,25,육상 금속 골조 구조재 제조업,KSIC 11차,COMPANY_MASTER_EXACT,ENRICHED_FROM_FACTORY_REGISTER,True,POSSIBLE,LEGAL_DONG_MFG_DENSITY_PROXY_UPPER_BOUND,의창구 대산면,기계,MAPPED,C,ambiguous,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160044
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609160043,정민회계사무소,정민회계사무소,,NO_MATCH,,회계사무원 경력자를 모집합니다.,경남 창원시 의창구,의창구,True,2026-09-16,26-09-16,PARSED,2026-11-15,26-11-15,PARSED,"연봉 3,000 만원 이상 ~ 4,000 만원 이하",연봉,30000000,40000000,원,PARSED,경력 3년,경력,36.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160043
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609160042,주식회사건담,건담,,NO_MATCH,,철강 절단.포장.후처리직 모집(세아창원특수강내),경남 창원시 성산구,성산구,True,2026-09-16,26-09-16,PARSED,2026-09-30,26-09-30,PARSED,"연봉 4,500 만원 이상",연봉,45000000,45000000,원,PARSED,신입,신입,0.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160042
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609160041,몽고식품（주）창원1공장,몽고식품창원1공장,,NO_MATCH,,몽고식품(주) 창원공장 생산직 사원 모집,경남 창원시 의창구,의창구,True,2026-09-16,26-09-16,PARSED,2026-10-15,26-10-15,PARSED,월급 233 만원 이상,월급,2330000,2330000,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160041
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131112609160032,일성종합건설(주),일성종합건설,,NO_MATCH,,"품질관리자 및 시공기술자 (건축, 토목 )",경남 창원시 성산구,성산구,True,2026-09-16,26-09-16,PARSED,2026-11-15,26-11-15,PARSED,월급 400 만원 이상,월급,4000000,4000000,원,PARSED,경력 5년,경력,60.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131112609160032
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609160040,(주)동경ENG,동경ENG,,NO_MATCH,,자동 용접사 구합니다,경남 창원시 성산구,성산구,True,2026-09-16,26-09-16,PARSED,2026-09-23,26-09-23,PARSED,"시급 10,320 원 이상",시급,10320,10320,원,PARSED,신입,신입,0.0,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160040
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,K131132609160039,범우유통,범우유통,,NO_MATCH,,납품 영업직 채용,경남 창원시 의창구,의창구,True,2026-09-16,26-09-16,PARSED,2026-10-15,26-10-15,PARSED,월급 250 만원 이상 ~ 340 만원 이하,월급,2500000,3400000,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609160039
work24_5gu_20260919_2138,2026-09-19T12:38:57+00:00,창원고용복지+센터,KJSP002609160003,중앙재가복지센터,중앙재가복지센터,,NO_MATCH,,재가요양보호사 모집( 진해 중앙동 3등급),경남 창원시 진해구,진해구,True,2026-09-16,26-09-16,PARSED,2026-10-15,26-10-15,PARSED,"시급 10,320 원 이상",시급,10320,10320,원,PARSED,관계없음,관계없음,,PARSED,학력무관,[인증],CONTINUING,,NOT_COLLECTED_ACCESS_POLICY,,NOT_PROVIDED_ON_LIST,,,NOT_COLLECTED_ACCESS_POLICY,,,,,,UNRESOLVED,NOT_COLLECTED_ACCESS_POLICY,,UNKNOWN,NO_RELIABLE_ADDRESS,,,UNMAPPED,,기업 미식별로 KSIC 미해결,,False,,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSP002609160003
